FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7, F8,T3,T4,T5,T6,FZ,CZ,PZ
2.689450e+02,-7.515620e+02,-4.414100e+01,1.123050e+02,1.269500e+01,-1.474600e+01,5.576200e+01,-1.145510e+02,9.677700e+01,3.418000e+00,1.051760e+02,-3.539060e+02,-5.712900e+01,-4.012700e+02,-7.480500e+01,-1.582000e+01,1.264650e+02,-8.701200e+01,6.162100e+01
2.635740e+02,-7.708010e+02,-4.580100e+01,8.750000e+01,1.992200e+01,-2.197300e+01,5.009800e+01,-1.346680e+02,9.404300e+01,-1.552700e+01,7.568400e+01,-3.492190e+02,-4.863300e+01,-3.958980e+02,-8.730500e+01,-3.105500e+01,1.190430e+02,-9.843800e+01,4.462900e+01
2.622070e+02,-7.729490e+02,-4.140600e+01,8.134800e+01,2.392600e+01,-2.763700e+01,5.439500e+01,-1.313480e+02,9.912100e+01,-1.113300e+01,9.179700e+01,-3.264650e+02,-4.199000e+00,-3.841800e+02,-7.617200e+01,-2.031300e+01,1.211910e+02,-9.648400e+01,4.892600e+01
2.878910e+02,-7.385740e+02,-1.445300e+01,1.156250e+02,3.310500e+01,-3.750000e+01,6.757800e+01,-1.047850e+02,1.030270e+02,1.298800e+01,1.289060e+02,-3.063480e+02,-2.080100e+01,-3.588870e+02,-6.074200e+01,8.496000e+00,1.458980e+02,-7.080100e+01,7.324200e+01
3.094730e+02,-7.100590e+02,6.641000e+00,1.412110e+02,4.609400e+01,-4.960900e+01,8.720700e+01,-8.310500e+01,1.146480e+02,3.017600e+01,1.551760e+02,-2.907230e+02,-4.755900e+01,-3.401370e+02,-4.912100e+01,2.529300e+01,1.646480e+02,-4.726600e+01,9.531200e+01
3.121090e+02,-6.998050e+02,1.992200e+01,1.512700e+02,5.009800e+01,-5.205100e+01,1.024410e+02,-7.128900e+01,1.249020e+02,4.052700e+01,1.556640e+02,-2.842770e+02,-5.468800e+01,-3.334960e+02,-3.095700e+01,3.339800e+01,1.673830e+02,-3.789100e+01,1.083980e+02
3.250980e+02,-6.724610e+02,2.128900e+01,1.817380e+02,5.214800e+01,-5.634800e+01,1.052730e+02,-5.019500e+01,1.182620e+02,5.957000e+01,1.674800e+02,-2.633790e+02,-6.181600e+01,-3.054690e+02,-1.533200e+01,5.517600e+01,1.793950e+02,-2.460900e+01,1.238280e+02
3.306640e+02,-6.654300e+02,2.128900e+01,1.879880e+02,4.794900e+01,-5.224600e+01,9.257800e+01,-4.834000e+01,1.015630e+02,5.918000e+01,1.680660e+02,-2.620120e+02,-6.709000e+01,-3.013670e+02,-1.552700e+01,5.752000e+01,1.807620e+02,-2.578100e+01,1.183590e+02
3.107420e+02,-6.944340e+02,4.980000e+00,1.621090e+02,3.271500e+01,-3.701200e+01,7.060500e+01,-75,8.896500e+01,3.369100e+01,1.371090e+02,-2.914060e+02,-6.972700e+01,-3.336910e+02,-4.531200e+01,3.222700e+01,1.603520e+02,-5.039100e+01,9.169900e+01
2.858400e+02,-7.264650e+02,-2.460900e+01,1.312500e+02,1.826200e+01,-2.128900e+01,5.752000e+01,-9.550800e+01,8.652300e+01,1.699200e+01,1.165040e+02,-2.980470e+02,-5.947300e+01,-3.566410e+02,-7.002000e+01,1.406200e+01,1.396480e+02,-7.275400e+01,7.392600e+01
2.700200e+02,-7.515620e+02,-3.623000e+01,1.114260e+02,1.709000e+01,-1.962900e+01,5.986300e+01,-1.134770e+02,100,2.539000e+00,1.005860e+02,-3.255860e+02,-4.824200e+01,-3.862300e+02,-7.236300e+01,-1.074200e+01,1.299800e+02,-8.252000e+01,6.611300e+01
2.549800e+02,-7.811520e+02,-4.814500e+01,9.023400e+01,1.503900e+01,-1.689500e+01,5.488300e+01,-1.361330e+02,1.026370e+02,-2.099600e+01,8.144500e+01,-3.833980e+02,-3.896500e+01,-4.449220e+02,-8.193400e+01,-4.687500e+01,1.172850e+02,-9.638700e+01,5.009800e+01
2.544920e+02,-7.809570e+02,-5.166000e+01,7.988300e+01,1.796900e+01,-2.334000e+01,5.136700e+01,-1.368160e+02,9.726600e+01,-1.806600e+01,8.828100e+01,-3.648440e+02,-3.291000e+01,-4.075200e+02,-8.437500e+01,-3.691400e+01,1.160160e+02,-9.824200e+01,4.755900e+01
2.794920e+02,-7.425780e+02,-2.138700e+01,1.070310e+02,4.287100e+01,-4.765600e+01,5.869100e+01,-125,8.408200e+01,-3.516000e+00,9.365200e+01,-3.194340e+02,-4.765600e+01,-3.521480e+02,-7.080100e+01,-8.691000e+00,1.383790e+02,-7.519500e+01,6.220700e+01
3.138670e+02,-6.987300e+02,7.129000e+00,1.528320e+02,4.755900e+01,-5.019500e+01,7.382800e+01,-9.716800e+01,8.847700e+01,1.709000e+01,1.557620e+02,-2.846680e+02,-2.207000e+01,-3.326170e+02,-4.863300e+01,1.689500e+01,1.677730e+02,-4.814500e+01,8.535200e+01
