FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7, F8,T3,T4,T5,T6,FZ,CZ,PZ
-7.617000e+00,-5.978520e+02,4.580100e+01,-3.779300e+01,-1.865200e+01,1.191400e+01,1.835900e+01,4.140600e+01,2.930000e-01,-2.246000e+00,-1.074000e+00,-3.126950e+02,-2.841800e+01,-9.199200e+01,-7.939500e+01,-7.158200e+01,6.855500e+01,2.144530e+02,2.070300e+01
6.738000e+00,-5.674800e+02,6.318400e+01,-6.738000e+00,-4.980000e+00,-1.950000e-01,3.701200e+01,6.660200e+01,8.203000e+00,2.158200e+01,1.943400e+01,-2.906250e+02,-3.730500e+01,-6.318400e+01,-5.634800e+01,-4.609400e+01,8.720700e+01,2.380860e+02,4.560500e+01
2.666000e+01,-5.418950e+02,8.427700e+01,1.718700e+01,9.375000e+00,-1.093700e+01,5.898400e+01,8.837900e+01,2.187500e+01,4.199200e+01,3.935500e+01,-2.822270e+02,-4.326200e+01,-5.556600e+01,-3.164100e+01,-3.252000e+01,1.023440e+02,2.595700e+02,6.679700e+01
3.046900e+01,-5.333980e+02,8.984400e+01,3.183600e+01,9.375000e+00,-1.084000e+01,6.435500e+01,9.658200e+01,2.324200e+01,4.882800e+01,3.847700e+01,-2.876950e+02,-5.332000e+01,-4.873000e+01,-2.412100e+01,-2.509800e+01,1.046870e+02,2.653320e+02,7.470700e+01
5.127000e+01,-5.019530e+02,1.135740e+02,5.390600e+01,1.865200e+01,-2.168000e+01,7.382800e+01,1.240230e+02,2.617200e+01,7.509800e+01,5.615200e+01,-2.295900e+02,-5.781300e+01,-1.298800e+01,-1.044900e+01,1.298800e+01,1.223630e+02,2.839840e+02,9.443400e+01
5.244100e+01,-5.027340e+02,1.077150e+02,4.687500e+01,9.863000e+00,-1.455100e+01,6.425800e+01,1.230470e+02,1.787100e+01,7.412100e+01,5.771500e+01,-2.350590e+02,-5.800800e+01,-1.435500e+01,-2.021500e+01,1.250000e+01,1.174800e+02,2.784180e+02,8.769500e+01
3.232400e+01,-5.330080e+02,8.183600e+01,1.543000e+01,-6.836000e+00,2.246000e+00,4.502000e+01,9.912100e+01,8.105000e+00,5.205100e+01,3.476600e+01,-2.546880e+02,-5.459000e+01,-4.091800e+01,-4.023400e+01,-1.787100e+01,9.570300e+01,2.541020e+02,6.347700e+01
4.297000e+00,-5.623050e+02,5.927700e+01,2.637000e+00,-2.128900e+01,1.884800e+01,2.666000e+01,7.675800e+01,9.770000e-01,3.222700e+01,5.469000e+00,-2.753910e+02,-5.664100e+01,-6.748000e+01,-6.240200e+01,-4.160200e+01,8.046900e+01,2.337890e+02,4.423800e+01
-3.223000e+00,-5.813480e+02,5.312500e+01,-2.441000e+00,-2.060500e+01,1.992200e+01,2.441400e+01,6.250000e+01,3.516000e+00,1.933600e+01,-3.906000e+00,-3.141600e+02,-5.068400e+01,-8.877000e+01,-6.884800e+01,-5.800800e+01,7.744100e+01,2.270510e+02,3.427700e+01
-1.552700e+01,-6.104490e+02,4.013700e+01,-4.560500e+01,-2.168000e+01,1.904300e+01,2.412100e+01,4.121100e+01,7.813000e+00,6.840000e-01,-1.377000e+01,-3.410160e+02,-3.437500e+01,-1.258790e+02,-7.041000e+01,-8.623000e+01,5.966800e+01,2.112300e+02,1.835900e+01
-2.334000e+01,-6.182620e+02,3.593800e+01,-5.517600e+01,-2.373000e+01,1.826200e+01,2.382800e+01,4.453100e+01,1.142600e+01,3.711000e+00,-1.982400e+01,-3.530270e+02,-3.906200e+01,-1.386720e+02,-7.607400e+01,-8.525400e+01,5.273400e+01,2.083980e+02,2.070300e+01
5.176000e+00,-5.729490e+02,6.474600e+01,-1.601600e+01,-6.738000e+00,1.367000e+00,3.281200e+01,7.050800e+01,1.123000e+01,3.252000e+01,1.787100e+01,-2.921870e+02,-4.570300e+01,-6.591800e+01,-7.168000e+01,-4.101600e+01,8.037100e+01,2.345700e+02,4.316400e+01
2.978500e+01,-5.386720e+02,8.320300e+01,1.884800e+01,6.055000e+00,-7.617000e+00,4.824200e+01,8.837900e+01,1.406200e+01,4.462900e+01,4.033200e+01,-2.668950e+02,-5.107400e+01,-4.794900e+01,-5.380900e+01,-2.490200e+01,1.010740e+02,2.566410e+02,6.103500e+01
3.701200e+01,-5.279300e+02,9.511700e+01,1.992200e+01,1.230500e+01,-1.230500e+01,6.445300e+01,9.794900e+01,2.519500e+01,5.195300e+01,50,-2.449220e+02,-5.107400e+01,-2.373000e+01,-3.466800e+01,-9.863000e+00,1.050780e+02,2.659180e+02,7.343700e+01
4.970700e+01,-5.032230e+02,1.128910e+02,5.009800e+01,1.894500e+01,-1.904300e+01,7.441400e+01,1.199220e+02,3.066400e+01,7.578100e+01,6.455100e+01,-2.233400e+02,-5.566400e+01,-5.176000e+00,-1.259800e+01,1.630900e+01,1.193360e+02,2.823240e+02,9.238300e+01
