FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7, F8,T3,T4,T5,T6,FZ,CZ,PZ
8.632800e+01,-7.675780e+02,9.931600e+01,-2.197300e+01,5.644500e+01,-5.966800e+01,1.040040e+02,2.919900e+01,8.115200e+01,6.962900e+01,1.538090e+02,-3.058590e+02,-5.234400e+01,-2.343750e+02,-6.660200e+01,7.070300e+01,1.955080e+02,5.468800e+01,1.175780e+02
8.779300e+01,-7.679690e+02,9.970700e+01,-1.796900e+01,5.048800e+01,-5.644500e+01,9.951200e+01,2.460900e+01,7.646500e+01,6.298800e+01,1.348630e+02,-3.112300e+02,-6.503900e+01,-2.404300e+02,-6.962900e+01,6.269500e+01,1.941410e+02,5.205100e+01,1.100590e+02
6.943400e+01,-7.925780e+02,7.587900e+01,-2.910200e+01,3.398400e+01,-3.935500e+01,7.470700e+01,-7.324000e+00,5.595700e+01,3.388700e+01,1.069340e+02,-3.742190e+02,-6.103500e+01,-2.875980e+02,-9.150400e+01,1.865200e+01,1.771480e+02,2.685500e+01,7.910200e+01
4.716800e+01,-8.220700e+02,5.488300e+01,-7.138700e+01,2.304700e+01,-2.636700e+01,5.986300e+01,-2.695300e+01,5.341800e+01,1.757800e+01,9.169900e+01,-3.582030e+02,-4.453100e+01,-3.081050e+02,-1.062500e+02,9.770000e-01,1.567380e+02,4.492000e+00,6.035200e+01
4.248000e+01,-8.377930e+02,5.351600e+01,-9.863300e+01,2.910200e+01,-3.056600e+01,5.664100e+01,-3.740200e+01,5.468800e+01,9.375000e+00,8.134800e+01,-3.539060e+02,-3.310500e+01,-3.061520e+02,-1.160160e+02,-1.367000e+00,1.518550e+02,-2.539000e+00,5.136700e+01
3.164100e+01,-8.615230e+02,3.388700e+01,-1.171870e+02,2.441400e+01,-2.773400e+01,5.361300e+01,-5.390600e+01,5.625000e+01,-9.961000e+00,8.330100e+01,-3.876950e+02,-2.060500e+01,-3.229490e+02,-1.239260e+02,-2.128900e+01,1.410160e+02,-1.572300e+01,3.750000e+01
3.144500e+01,-8.624020e+02,2.841800e+01,-1.137700e+02,2.187500e+01,-2.919900e+01,5.195300e+01,-5.986300e+01,5.576200e+01,-1.386700e+01,8.300800e+01,-3.862300e+02,-2.617200e+01,-3.273440e+02,-1.327150e+02,-2.353500e+01,1.420900e+02,-1.816400e+01,3.613300e+01
4.628900e+01,-8.385740e+02,4.882800e+01,-8.808600e+01,3.945300e+01,-4.746100e+01,6.435500e+01,-4.882800e+01,5.722700e+01,7.910000e+00,8.466800e+01,-3.773440e+02,-4.091800e+01,-3.175780e+02,-1.152340e+02,-4.395000e+00,1.599610e+02,3.516000e+00,5.595700e+01
6.953100e+01,-8.053710e+02,7.334000e+01,-5.371100e+01,5.087900e+01,-5.576200e+01,7.968800e+01,-2.675800e+01,6.425800e+01,2.822300e+01,1.235350e+02,-3.687500e+02,-2.861300e+01,-3.061520e+02,-8.789100e+01,1.543000e+01,1.821290e+02,2.861300e+01,7.763700e+01
8.105500e+01,-7.836910e+02,8.515600e+01,-3.750000e+01,5.351600e+01,-5.566400e+01,9.091800e+01,-1.259800e+01,7.031200e+01,3.632800e+01,1.418950e+02,-3.254880e+02,-2.421900e+01,-2.628910e+02,-7.304700e+01,2.900400e+01,1.917970e+02,4.052700e+01,9.082000e+01
